[DEBUG] 2020-11-04 12:39:08.148 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-11-04 12:39:08.153 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-11-04 12:39:08.159 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-11-04 12:39:08.231 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-11-04 12:39:08.234 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-11-04 12:39:08.459 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-11-04 12:39:08.754 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-11-04 12:39:08.782 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-11-04 12:39:08.784 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-11-04 12:39:08.807 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-11-04 12:39:08.845 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@9e2ad91
[DEBUG] 2020-11-04 12:39:08.845 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@9e2ad91
[DEBUG] 2020-11-04 12:39:08.847 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@9e2ad91
[DEBUG] 2020-11-04 12:39:08.848 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5bb51241
[DEBUG] 2020-11-04 12:39:08.848 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@70f822e
[DEBUG] 2020-11-04 12:39:08.848 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@17a703f5
[DEBUG] 2020-11-04 12:39:08.852 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5fe7f967
[DEBUG] 2020-11-04 12:39:08.852 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5fe7f967
[DEBUG] 2020-11-04 12:39:08.853 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5fe7f967
[DEBUG] 2020-11-04 12:39:08.854 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5e8cda75
[DEBUG] 2020-11-04 12:39:08.854 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5e8cda75
[DEBUG] 2020-11-04 12:39:08.854 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5e8cda75
[DEBUG] 2020-11-04 12:39:08.855 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@222afc67
[DEBUG] 2020-11-04 12:39:08.855 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@222afc67
[DEBUG] 2020-11-04 12:39:08.855 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@222afc67
[DEBUG] 2020-11-04 12:39:08.856 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@3ae9d1e2
[DEBUG] 2020-11-04 12:39:08.856 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@3ae9d1e2
[DEBUG] 2020-11-04 12:39:08.856 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@3ae9d1e2
[DEBUG] 2020-11-04 12:39:08.857 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@2e060819
[DEBUG] 2020-11-04 12:39:08.857 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@2e060819
[DEBUG] 2020-11-04 12:39:08.857 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@2e060819
[DEBUG] 2020-11-04 12:39:08.865 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@216914
[DEBUG] 2020-11-04 12:39:08.865 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@216914
[DEBUG] 2020-11-04 12:39:08.865 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@216914
[DEBUG] 2020-11-04 12:39:08.866 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@61af1510
[DEBUG] 2020-11-04 12:39:08.866 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@61af1510
[DEBUG] 2020-11-04 12:39:08.866 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@61af1510
[DEBUG] 2020-11-04 12:39:08.867 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@3901f6af
[DEBUG] 2020-11-04 12:39:08.867 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@3901f6af
[DEBUG] 2020-11-04 12:39:08.867 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@13da7ab0
[DEBUG] 2020-11-04 12:39:08.867 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@13da7ab0
[DEBUG] 2020-11-04 12:39:08.868 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@238bfd6c
[DEBUG] 2020-11-04 12:39:08.868 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@238bfd6c
[DEBUG] 2020-11-04 12:39:08.868 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@7487b142
[DEBUG] 2020-11-04 12:39:08.868 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@27b45ea
[DEBUG] 2020-11-04 12:39:08.869 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@6778aea6
[DEBUG] 2020-11-04 12:39:08.869 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@6778aea6
[DEBUG] 2020-11-04 12:39:08.869 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@332820f4
[DEBUG] 2020-11-04 12:39:08.870 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@332820f4
[DEBUG] 2020-11-04 12:39:08.874 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@6d303498
[DEBUG] 2020-11-04 12:39:08.874 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@6d303498
[DEBUG] 2020-11-04 12:39:08.880 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@29eda4f8
[DEBUG] 2020-11-04 12:39:08.880 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@29eda4f8
[DEBUG] 2020-11-04 12:39:08.881 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@57402ba1
[DEBUG] 2020-11-04 12:39:08.881 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@57402ba1
[DEBUG] 2020-11-04 12:39:08.882 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@62573c86
[DEBUG] 2020-11-04 12:39:08.882 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@62573c86
[DEBUG] 2020-11-04 12:39:08.885 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@3936df72
[DEBUG] 2020-11-04 12:39:08.885 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@3936df72
[DEBUG] 2020-11-04 12:39:08.886 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@3ce53f6a
[DEBUG] 2020-11-04 12:39:08.886 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@3ce53f6a
